age,booking_lead_time,trip_length,cabin_type,group_size,loyalty_status,paid_in_full,prior_cruises,customer_income,email_engagement_score,phone_verified,has_insurance,on_mailing_list,website_visits_last_month,survey_participation,preferred_contact_method,travel_history_score,referral_source,gift_certificate_used,canceled
71,287,5,Interior,1,Silver,1,1,85371.39,0.57,1,0,1,1,No,Text,43.15,Search Engine,1,0
75,10,3,Oceanview,2,Silver,0,3,76241.7,0.33,1,1,0,3,No,Phone,32.35,Search Engine,0,1
20,195,10,Interior,1,None,1,4,114460.74,0.63,1,1,1,1,Yes,Phone,45.96,Ad,1,1
57,118,7,Oceanview,3,Silver,0,2,88884.33,0.57,1,0,0,0,No,Phone,61.66,Social Media,0,1
63,270,7,Oceanview,1,None,1,1,63023.36,0.41,1,1,1,0,Yes,Email,19.93,Search Engine,0,0
41,80,7,Balcony,3,None,1,2,94962.39,0.31,1,0,1,3,No,Email,54.65,Ad,0,1
67,93,5,Balcony,3,Platinum,1,1,71280.26,0.46,1,1,0,5,No,Text,56.18,Ad,1,0
49,266,7,Interior,3,None,1,5,69622.34,0.54,1,0,0,2,Yes,Text,36.14,Search Engine,0,0
64,332,7,Suite,3,None,1,0,120479.46,0.52,1,0,0,4,Partial,Email,55.22,Ad,0,1
39,350,5,Oceanview,6,None,1,0,80219.01,0.52,1,1,1,2,No,Phone,67.55,Search Engine,0,0
40,361,14,Balcony,2,Gold,1,0,149037.87,0.6,1,1,1,4,Yes,Email,56.48,Search Engine,0,0
19,257,3,Balcony,4,None,0,6,107057.93,0.33,1,0,1,2,Partial,Phone,80.86,Ad,0,1
44,133,10,Balcony,2,None,1,0,62026.65,0.49,1,1,1,3,No,Text,51.25,Ad,0,1
59,276,3,Oceanview,2,Gold,1,1,59967.13,0.54,1,1,0,7,No,Text,65.05,Ad,0,0
19,264,10,Oceanview,2,None,0,2,47777.21,0.57,1,1,1,5,Yes,Text,80.49,Search Engine,0,1
43,171,7,Interior,2,None,1,0,103178.29,0.63,1,1,1,3,No,Email,57.62,Friend,0,1
34,1,10,Interior,4,Gold,1,2,59301.54,0.47,1,1,0,0,No,Email,76.3,Ad,0,0
57,313,3,Oceanview,2,Silver,1,0,17031.53,0.51,1,1,0,1,Yes,Phone,56.85,Ad,0,0
50,64,7,Oceanview,4,Gold,1,2,35456.93,0.39,0,0,1,3,No,Text,71.85,Social Media,0,0
26,284,7,Oceanview,2,None,1,1,51875.82,0.56,1,1,1,3,No,Phone,33.23,Ad,0,0
60,121,10,Interior,4,Platinum,1,2,95105.6,0.37,1,0,0,1,Yes,Phone,50.92,Search Engine,0,0
71,107,7,Balcony,1,Platinum,0,1,82521.3,0.59,0,0,1,3,Partial,Email,87.06,Ad,0,0
65,175,7,Balcony,3,None,1,0,113285.27,0.68,1,0,0,1,Yes,Email,22.7,Social Media,0,0
56,204,7,Suite,6,None,1,2,57784.28,0.57,1,0,1,2,Yes,Phone,38.45,Friend,0,0
46,165,5,Oceanview,3,Platinum,0,1,75269.28,0.69,1,0,1,2,Partial,Phone,82.62,Friend,0,0
59,305,7,Balcony,1,None,1,2,137420.0,0.43,1,1,0,3,Yes,Phone,48.39,Ad,0,0
72,120,3,Balcony,4,Silver,1,0,74764.63,0.32,1,0,0,4,Partial,Email,48.37,Friend,0,0
43,44,14,Oceanview,4,Silver,0,1,91733.64,0.48,1,0,1,6,No,Phone,63.74,Search Engine,0,0
52,312,10,Oceanview,3,Gold,1,2,65311.16,0.41,1,0,1,2,No,Email,68.81,Friend,0,0
67,156,14,Suite,5,Gold,0,2,78233.69,0.43,0,0,1,3,No,Text,44.46,Search Engine,0,0
42,207,5,Oceanview,2,None,1,4,99258.04,0.17,1,0,1,1,Yes,Text,25.39,Friend,0,1
41,108,10,Oceanview,3,None,0,0,104712.81,0.53,0,0,0,4,No,Phone,36.1,Friend,0,0
30,251,10,Interior,4,Gold,1,4,88543.87,0.5,1,1,0,6,Partial,Email,41.59,Search Engine,0,1
77,334,7,Interior,1,Gold,1,3,77204.93,0.63,1,0,0,2,Yes,Text,32.37,Search Engine,0,0
75,130,7,Balcony,3,Silver,1,1,88906.18,0.58,1,0,1,2,No,Email,37.09,Ad,0,0
24,293,5,Balcony,2,Platinum,0,1,62916.14,0.47,1,0,0,2,No,Email,50.14,Search Engine,0,0
74,20,10,Oceanview,2,Silver,0,1,78535.07,0.64,1,0,1,2,Yes,Text,37.27,Ad,0,1
53,282,7,Interior,2,None,1,5,94970.18,0.63,1,0,1,5,No,Phone,76.49,Social Media,0,0
62,285,3,Oceanview,6,Gold,0,2,114609.75,0.43,1,0,1,3,No,Phone,43.94,Search Engine,0,0
37,1,5,Oceanview,5,None,1,2,57654.49,0.53,0,0,0,4,Yes,Text,27.07,Ad,0,1
18,119,14,Interior,3,None,1,2,79683.96,0.73,1,1,1,5,No,Email,67.61,Ad,0,0
25,35,10,Balcony,2,None,1,2,54847.55,0.55,1,0,1,6,No,Phone,98.34,Friend,0,0
63,198,14,Interior,2,Gold,0,1,71666.72,0.38,1,1,1,5,Yes,Email,45.05,Search Engine,0,1
33,245,7,Oceanview,1,Platinum,0,2,115015.13,0.33,1,0,1,1,Partial,Text,53.85,Friend,0,0
31,59,5,Balcony,3,None,1,5,68904.2,0.28,1,1,0,5,Yes,Phone,69.55,Ad,0,1
29,325,5,Interior,2,None,0,0,82120.14,0.19,0,0,1,2,No,Phone,44.34,Search Engine,0,1
68,161,5,Balcony,4,Silver,1,2,47896.19,0.43,1,1,0,2,No,Phone,78.12,Ad,0,0
40,179,3,Balcony,5,Gold,1,1,68166.38,0.47,1,0,1,2,No,Text,25.93,Friend,0,0
32,206,5,Balcony,3,Silver,1,0,38548.95,0.35,1,1,1,3,Yes,Text,48.22,Ad,0,1
45,12,5,Interior,2,Silver,0,0,93361.97,0.4,1,1,0,4,Partial,Text,37.77,Ad,0,0
51,276,7,Interior,3,Silver,1,2,96042.81,0.36,1,0,1,2,Partial,Email,33.03,Friend,0,0
19,181,14,Interior,4,None,1,1,95106.67,0.26,1,1,1,3,No,Email,38.16,Search Engine,0,0
49,242,7,Oceanview,4,None,1,1,97033.07,0.47,1,0,1,2,Yes,Email,57.7,Friend,0,0
40,216,10,Balcony,2,None,1,2,95161.4,0.6,1,1,1,5,Partial,Phone,63.81,Search Engine,0,0
39,251,7,Balcony,3,Gold,1,0,39211.32,0.42,1,1,1,2,Partial,Phone,60.63,Search Engine,0,1
68,299,5,Balcony,4,None,1,0,61366.45,0.67,1,0,1,7,No,Phone,27.91,Social Media,0,0
42,126,5,Suite,2,Silver,0,5,17688.05,0.52,1,0,1,2,No,Text,58.27,Ad,0,0
75,217,3,Balcony,3,None,1,1,71092.77,0.63,0,0,1,5,Yes,Text,48.21,Search Engine,0,0
79,306,5,Oceanview,4,None,1,3,58878.05,0.5,1,1,1,4,Yes,Phone,41.28,Search Engine,0,0
78,285,7,Interior,1,None,0,2,83839.36,0.6,1,1,1,5,Yes,Text,46.72,Friend,0,0
39,185,3,Balcony,3,None,1,1,158783.88,0.29,1,1,1,2,Yes,Email,74.98,Search Engine,0,1
75,39,5,Interior,3,None,0,0,108468.32,0.63,1,0,1,7,Partial,Email,45.87,Search Engine,1,1
75,223,5,Interior,3,Gold,1,3,130887.38,0.5,1,1,1,6,No,Text,61.46,Friend,0,0
39,184,14,Oceanview,2,None,1,2,109642.45,0.66,1,1,1,3,Yes,Email,65.49,Search Engine,0,0
66,178,10,Balcony,4,Silver,1,2,81997.75,0.46,1,0,1,4,No,Email,63.21,Ad,0,0
69,294,10,Interior,4,None,0,1,84708.99,0.76,1,0,1,6,Yes,Email,43.14,Ad,0,0
59,340,3,Balcony,3,Silver,0,0,110937.56,0.58,1,0,1,3,No,Phone,43.96,Friend,0,0
23,151,10,Balcony,1,Silver,1,1,92450.53,0.36,0,1,1,3,No,Text,54.11,Search Engine,0,0
32,126,10,Oceanview,2,Platinum,1,3,76361.18,0.67,0,0,1,4,Yes,Text,41.69,Ad,0,0
71,301,7,Interior,4,None,1,0,127793.96,0.34,1,1,0,3,Yes,Phone,37.23,Social Media,0,0
60,308,14,Interior,5,None,1,3,98341.91,0.33,0,1,1,7,No,Email,51.49,Friend,0,0
77,336,5,Balcony,1,Platinum,1,1,42244.87,0.69,0,0,0,4,No,Phone,37.92,Friend,0,1
54,234,14,Balcony,1,None,1,2,79588.92,0.55,1,0,1,6,No,Email,43.52,Ad,0,1
50,8,14,Balcony,3,Gold,1,1,86507.13,0.51,1,0,1,4,Partial,Phone,45.89,Friend,0,1
25,341,3,Oceanview,2,None,1,1,72868.94,0.42,1,0,1,5,No,Email,41.67,Search Engine,0,0
70,129,7,Interior,3,Silver,0,4,73445.19,0.62,0,0,1,7,No,Phone,46.16,Ad,0,1
77,264,14,Interior,2,None,1,4,72481.58,0.46,1,1,1,3,Partial,Phone,43.54,Social Media,0,0
61,157,3,Balcony,1,Platinum,1,2,31458.84,0.53,1,0,1,2,Yes,Email,80.65,Search Engine,0,0
61,352,7,Interior,1,Silver,1,0,26124.0,0.33,1,1,0,3,Yes,Email,76.53,Social Media,0,1
22,358,14,Oceanview,2,None,1,0,65398.2,0.49,1,0,1,3,Partial,Text,43.62,Social Media,0,0
56,5,7,Oceanview,2,None,0,0,72985.1,0.53,1,0,1,3,Partial,Text,43.14,Friend,1,0
21,86,5,Interior,5,None,1,0,44821.13,0.58,1,1,1,4,Yes,Phone,46.64,Social Media,0,0
23,175,7,Interior,1,Silver,1,1,54273.17,0.55,0,0,1,2,Partial,Phone,53.58,Search Engine,0,0
62,290,5,Oceanview,2,None,1,0,77406.12,0.45,1,0,0,2,Yes,Text,48.47,Ad,0,0
49,193,7,Interior,4,None,0,4,115931.76,0.54,1,1,0,0,Partial,Text,50.24,Ad,0,0
69,311,3,Interior,8,Silver,1,0,113958.98,0.65,1,1,1,2,Yes,Email,61.86,Social Media,0,0
47,119,7,Balcony,1,None,1,3,114964.58,0.28,1,0,1,5,Yes,Text,36.98,Social Media,0,0
64,218,7,Balcony,6,None,1,0,54690.26,0.48,1,0,1,3,No,Phone,41.09,Ad,0,1
52,114,10,Interior,2,None,1,1,78331.53,0.53,0,1,1,3,Partial,Text,28.39,Social Media,0,1
72,145,7,Balcony,2,Silver,1,4,122069.29,0.36,1,0,0,2,No,Text,43.99,Search Engine,0,0
57,26,7,Oceanview,4,Platinum,1,3,32059.26,0.64,1,0,1,3,Partial,Text,50.55,Social Media,0,0
69,136,7,Oceanview,3,None,0,2,71216.54,0.59,0,1,0,2,No,Text,50.67,Social Media,0,0
33,303,3,Balcony,1,Gold,0,1,91665.02,0.65,0,0,0,5,No,Phone,68.8,Search Engine,0,0
30,232,7,Balcony,2,None,1,2,33846.11,0.82,1,0,1,2,Yes,Text,36.89,Ad,0,1
67,76,5,Balcony,2,None,1,0,97865.81,0.55,1,0,1,4,Yes,Text,25.52,Ad,0,1
77,328,14,Interior,1,Silver,1,2,131409.79,0.46,1,1,0,2,No,Phone,51.35,Social Media,0,0
59,345,3,Interior,1,None,1,0,121737.54,0.64,1,1,1,1,No,Text,47.24,Ad,0,0
47,302,7,Balcony,4,Silver,1,1,79667.31,0.41,1,0,1,2,Partial,Phone,62.82,Search Engine,0,0
36,289,7,Oceanview,4,Gold,1,1,109431.85,0.57,1,0,1,1,Yes,Text,51.22,Social Media,0,0
34,1,7,Interior,5,Platinum,1,1,33510.1,0.66,1,1,1,3,No,Text,69.2,Social Media,0,1
73,147,3,Balcony,3,None,1,0,93350.59,0.62,0,0,1,2,Partial,Text,47.91,Social Media,1,0
36,287,7,Balcony,2,None,1,2,75859.77,0.71,1,0,1,0,No,Email,42.26,Friend,0,0
45,142,7,Balcony,2,Platinum,1,1,80516.95,0.46,1,0,0,1,No,Text,60.64,Friend,0,0
75,53,10,Oceanview,4,None,1,1,88114.9,0.61,1,0,0,5,No,Phone,57.23,Search Engine,0,0
72,304,5,Balcony,3,Silver,0,1,96628.96,0.51,1,0,1,2,Partial,Email,39.29,Social Media,0,0
43,69,7,Interior,3,None,1,2,41437.32,0.54,1,0,1,1,Yes,Text,58.17,Search Engine,0,0
54,361,7,Interior,3,None,0,0,55586.28,0.54,1,0,1,0,No,Phone,56.62,Friend,0,1
43,90,7,Balcony,3,None,1,0,77312.16,0.58,1,1,1,1,Yes,Text,49.22,Social Media,0,0
70,220,7,Interior,1,Gold,0,4,31640.17,0.49,1,0,1,4,Partial,Phone,66.79,Friend,0,1
79,192,7,Oceanview,2,Gold,1,1,89117.48,0.29,1,1,0,2,Yes,Text,71.88,Social Media,0,0
40,63,5,Balcony,2,None,0,0,109981.55,0.52,1,0,1,5,No,Phone,41.3,Search Engine,0,1
26,73,3,Oceanview,1,Gold,1,5,126764.28,0.55,1,0,0,3,No,Phone,57.33,Search Engine,1,0
29,161,5,Interior,4,None,1,4,87892.59,0.49,1,0,0,5,No,Email,51.09,Search Engine,0,0
70,169,3,Interior,5,None,1,2,141591.55,0.57,0,0,1,3,No,Email,43.27,Friend,0,0
18,89,7,Oceanview,2,Gold,1,0,83948.69,0.48,1,1,1,4,Yes,Phone,48.17,Search Engine,0,0
75,176,7,Oceanview,6,Silver,1,1,47296.35,0.46,1,1,1,3,Yes,Phone,23.51,Ad,1,0
75,269,5,Balcony,1,None,1,1,83321.38,0.71,1,0,0,2,Partial,Email,66.15,Ad,0,1
18,73,14,Balcony,3,None,1,0,78829.81,0.84,1,1,1,2,No,Phone,61.82,Search Engine,0,0
64,245,3,Oceanview,1,Platinum,1,2,100484.73,0.63,1,0,1,2,Partial,Text,21.17,Search Engine,0,0
51,77,10,Balcony,8,Gold,1,2,93118.78,0.41,0,1,0,4,No,Text,47.21,Friend,0,0
49,159,7,Interior,5,Gold,1,1,90978.23,0.53,1,1,1,4,Yes,Phone,55.05,Social Media,0,0
79,324,5,Interior,2,None,1,0,114007.3,0.52,1,0,0,2,Yes,Phone,62.82,Friend,0,0
71,98,3,Balcony,1,Gold,0,2,72101.25,0.6,1,0,1,1,Yes,Email,46.05,Friend,0,0
65,102,7,Oceanview,2,None,0,0,101161.74,0.53,1,1,0,4,No,Email,46.3,Search Engine,1,0
42,132,5,Suite,3,Platinum,0,2,93426.0,0.59,1,0,1,2,No,Phone,55.52,Ad,0,1
57,102,14,Oceanview,5,None,0,0,88418.36,0.77,1,1,0,1,No,Text,39.79,Ad,1,1
62,19,7,Balcony,2,None,1,0,83028.86,0.22,1,1,1,4,Partial,Email,74.95,Ad,0,1
70,82,14,Oceanview,1,None,0,1,46861.58,0.42,0,1,1,3,No,Text,51.55,Friend,0,1
18,279,5,Oceanview,3,Gold,1,1,77382.62,0.64,1,0,1,2,Partial,Text,52.91,Ad,0,0
33,339,10,Oceanview,2,Gold,1,0,79306.18,0.49,1,0,0,4,Yes,Text,70.22,Ad,0,0
78,331,7,Balcony,3,None,0,0,63318.26,0.59,1,0,1,3,Partial,Text,49.64,Search Engine,0,1
56,129,10,Oceanview,1,Silver,1,1,44263.45,0.47,1,0,0,4,Partial,Email,70.37,Ad,0,0
22,344,5,Suite,1,Gold,1,2,68304.26,0.73,0,0,1,5,No,Phone,25.93,Social Media,0,0
39,310,7,Interior,1,None,1,4,70797.24,0.67,1,1,0,4,No,Phone,67.31,Search Engine,0,1
46,89,7,Interior,2,Gold,1,0,44790.63,0.54,1,0,1,2,Partial,Email,65.5,Social Media,1,0
72,213,10,Oceanview,3,Platinum,1,2,44759.25,0.75,1,1,1,3,No,Text,19.2,Friend,0,0
20,143,5,Balcony,5,None,1,0,22241.75,0.55,1,1,0,1,Yes,Phone,45.15,Ad,0,1
29,65,10,Balcony,4,None,1,2,93852.2,0.51,1,1,1,1,Partial,Phone,56.09,Friend,0,0
43,76,3,Oceanview,5,None,1,2,114341.1,0.72,1,0,1,1,No,Phone,62.16,Friend,1,1
33,199,10,Balcony,6,None,1,1,85483.07,0.29,1,0,1,7,No,Text,69.66,Ad,0,1
68,143,10,Oceanview,1,None,1,2,72870.56,0.53,1,0,1,1,Yes,Phone,27.55,Search Engine,0,0
54,316,10,Balcony,4,Silver,0,0,43299.73,0.55,1,1,1,2,Yes,Email,51.2,Friend,0,0
39,93,7,Balcony,3,Silver,1,1,18853.63,0.47,0,1,1,2,No,Phone,35.9,Ad,0,0
74,305,7,Interior,2,None,0,3,84010.8,0.39,1,0,1,4,No,Phone,39.36,Ad,0,0
46,224,14,Oceanview,2,Silver,1,0,103470.05,0.49,1,0,1,0,Partial,Email,62.02,Social Media,1,0
31,291,5,Suite,2,Silver,1,1,60027.75,0.27,0,0,0,1,No,Text,38.06,Friend,0,0
45,102,7,Balcony,5,Platinum,1,5,116662.29,0.73,0,0,1,3,Partial,Phone,50.04,Friend,0,0
22,267,7,Oceanview,6,None,1,2,64333.36,0.74,1,1,1,2,Yes,Text,43.34,Ad,0,0
64,355,10,Oceanview,1,Silver,1,2,117549.95,0.51,1,1,0,3,Yes,Text,65.04,Social Media,0,0
66,110,5,Interior,3,Platinum,1,2,61576.12,0.45,0,1,1,2,No,Text,22.49,Search Engine,0,0
47,330,7,Oceanview,3,Silver,1,1,5112.04,0.28,0,1,1,3,Yes,Phone,68.62,Social Media,0,0
63,265,10,Balcony,6,None,1,5,103790.67,0.4,1,0,1,4,No,Phone,72.33,Friend,0,0
79,3,3,Balcony,1,None,1,4,57314.6,0.72,0,0,0,5,No,Email,58.92,Social Media,0,1
69,85,14,Interior,1,Gold,0,1,38726.08,0.5,1,1,1,0,No,Text,53.4,Friend,0,1
22,282,3,Interior,5,None,1,2,99447.79,0.42,1,1,1,4,Yes,Email,19.39,Search Engine,0,0
29,328,5,Interior,4,Platinum,0,0,58318.9,0.51,1,0,1,4,Yes,Phone,59.64,Friend,0,0
33,304,3,Interior,3,Gold,0,2,42613.0,0.42,1,0,1,3,Yes,Phone,65.13,Search Engine,0,0
43,117,3,Interior,5,None,1,1,124342.28,0.26,1,0,0,1,No,Email,51.52,Search Engine,0,0
43,221,14,Oceanview,2,Silver,0,0,78857.56,0.45,1,1,0,1,Yes,Email,40.2,Search Engine,0,0
65,154,5,Interior,2,None,0,4,41947.23,0.34,1,0,0,7,Partial,Text,71.95,Social Media,0,0
38,153,7,Interior,2,None,1,3,71106.16,0.56,1,1,1,1,No,Phone,37.0,Search Engine,0,0
56,12,5,Oceanview,2,Silver,1,2,148976.89,0.64,0,0,0,4,Partial,Text,66.95,Ad,0,0
53,133,7,Interior,2,Silver,1,3,88370.82,0.39,1,1,1,1,No,Text,57.92,Friend,0,0
50,304,7,Interior,4,None,1,1,65744.64,0.53,1,0,1,1,Partial,Phone,47.4,Friend,0,0
79,293,5,Oceanview,2,Gold,1,2,100041.3,0.5,1,0,1,3,No,Phone,86.59,Friend,0,0
47,300,5,Interior,3,None,0,2,71369.83,0.39,1,0,0,2,No,Text,57.24,Friend,1,0
54,228,10,Oceanview,3,None,0,4,69717.77,0.16,0,0,0,4,Yes,Email,58.75,Search Engine,0,0
40,271,5,Interior,2,None,1,4,65308.94,0.35,1,1,1,4,Partial,Phone,57.66,Social Media,0,0
75,43,7,Balcony,7,None,1,1,110618.47,0.38,1,1,0,3,No,Text,54.54,Social Media,0,0
27,343,5,Suite,3,Platinum,0,1,90842.63,0.52,1,0,0,4,Yes,Email,48.55,Social Media,0,0
71,326,10,Balcony,6,Silver,1,4,127667.32,0.54,1,0,1,2,Yes,Text,61.36,Social Media,0,0
22,302,5,Oceanview,4,Silver,1,2,94206.56,0.69,1,0,0,6,Yes,Phone,51.48,Friend,0,0
53,364,7,Balcony,1,Silver,1,0,130828.01,0.34,1,1,1,1,No,Email,22.67,Ad,0,0
51,21,5,Balcony,1,None,1,1,104502.6,0.38,0,0,0,1,No,Email,37.63,Ad,1,0
69,107,14,Interior,1,None,1,4,77201.55,0.4,1,1,0,3,No,Email,67.27,Social Media,0,0
48,336,5,Oceanview,6,Silver,1,2,80938.73,0.47,1,0,1,1,No,Phone,63.26,Friend,0,0
27,303,10,Balcony,3,Platinum,1,2,139836.16,0.53,1,0,0,3,No,Phone,34.43,Search Engine,0,0
75,117,7,Oceanview,2,Gold,1,2,124114.52,0.56,1,0,1,1,Yes,Text,41.85,Social Media,0,0
36,124,5,Interior,1,None,1,0,131402.74,0.22,1,0,0,3,Yes,Text,40.78,Search Engine,0,0
75,281,10,Balcony,2,None,1,4,54776.49,0.68,1,0,1,3,No,Phone,71.84,Search Engine,0,0
49,292,5,Balcony,1,None,0,1,28744.93,0.57,1,0,0,1,Yes,Text,26.89,Search Engine,0,0
18,203,10,Interior,2,None,1,0,59705.0,0.63,1,0,1,1,No,Email,40.8,Ad,0,0
73,51,14,Oceanview,6,None,1,0,89964.47,0.14,1,1,0,3,Yes,Phone,51.19,Social Media,0,0
22,271,10,Interior,2,Silver,1,0,65633.13,0.62,1,0,1,3,No,Phone,28.34,Friend,0,0
62,324,3,Balcony,1,None,1,2,85822.26,0.35,1,0,0,2,No,Text,51.23,Friend,0,0
21,277,10,Interior,6,Silver,0,1,71463.69,0.43,1,1,1,2,Yes,Phone,34.34,Friend,0,1
33,141,7,Oceanview,2,Silver,1,3,32059.02,0.72,1,1,1,2,No,Email,37.43,Social Media,0,1
41,275,10,Balcony,5,None,1,2,97866.88,0.6,1,0,1,3,No,Phone,42.21,Ad,0,0
33,290,7,Oceanview,2,Gold,0,0,85926.02,0.4,1,1,0,3,No,Email,47.28,Search Engine,0,0
72,334,10,Balcony,2,None,1,2,124880.57,0.62,1,1,1,4,Partial,Phone,41.54,Friend,0,0
19,52,7,Oceanview,2,Silver,1,0,89795.67,0.55,1,1,1,3,Yes,Phone,51.43,Ad,1,0
66,27,7,Interior,2,Gold,1,1,108479.5,0.44,1,0,0,3,No,Phone,68.68,Search Engine,0,0
45,157,3,Balcony,4,Silver,0,0,60421.87,0.57,1,1,0,2,Yes,Text,63.0,Search Engine,0,1
49,239,10,Interior,4,Platinum,1,3,95410.25,0.44,1,0,1,1,No,Text,72.7,Ad,0,0
44,156,7,Oceanview,3,None,0,1,109257.37,0.56,1,0,1,1,Yes,Email,48.88,Social Media,0,0
37,291,7,Interior,3,Silver,1,4,101690.96,0.56,1,0,1,2,No,Text,48.93,Social Media,1,1
41,136,10,Balcony,2,Silver,1,1,78203.55,0.58,1,0,0,3,Yes,Phone,53.12,Ad,0,0
29,144,7,Suite,4,Silver,0,0,95513.49,0.79,1,1,0,5,No,Text,27.0,Search Engine,0,0
67,106,5,Suite,2,Gold,1,2,103682.41,0.64,1,0,0,6,No,Text,65.51,Friend,0,0
52,158,7,Oceanview,5,Silver,0,3,121041.66,0.65,1,0,0,3,No,Email,44.38,Friend,0,0
77,146,7,Interior,2,Gold,0,0,68166.54,0.42,1,0,1,2,No,Phone,49.34,Social Media,0,0
50,2,7,Oceanview,4,None,0,2,51495.4,0.27,1,0,1,4,No,Email,56.41,Friend,0,1
50,77,3,Balcony,3,None,1,3,60060.65,0.47,1,0,1,1,Yes,Text,38.41,Search Engine,0,0
78,132,5,Interior,2,Silver,1,0,89362.05,0.43,1,0,1,4,Yes,Phone,38.89,Ad,0,0
68,90,5,Suite,3,Silver,0,2,85131.73,0.59,1,0,0,3,Partial,Email,55.85,Search Engine,0,0
60,345,10,Oceanview,5,Platinum,1,1,103819.52,0.47,1,0,1,2,No,Email,56.55,Friend,0,0
54,350,3,Suite,3,None,1,3,109923.3,0.7,1,0,0,3,No,Phone,84.32,Search Engine,1,0
29,263,7,Balcony,3,None,1,1,28443.85,0.24,1,1,0,6,Yes,Email,53.65,Social Media,0,1
20,351,14,Balcony,2,Silver,1,1,70567.81,0.46,1,0,0,3,Yes,Email,58.02,Ad,0,0
18,108,3,Oceanview,3,Gold,1,0,91367.01,0.56,1,0,1,0,Partial,Email,84.88,Ad,0,0
50,74,7,Interior,3,Platinum,1,2,118455.37,0.35,1,0,1,2,No,Text,55.19,Friend,0,0
57,39,10,Oceanview,2,None,1,0,83398.58,0.64,1,0,1,3,No,Email,56.5,Friend,0,0
27,159,14,Oceanview,1,None,1,2,125963.56,0.63,1,0,1,5,Partial,Text,6.3,Search Engine,1,1
60,71,10,Interior,1,None,1,1,101541.39,0.44,1,1,1,3,No,Email,44.2,Search Engine,1,1
61,312,10,Oceanview,2,None,0,3,96423.28,0.9,1,1,1,2,No,Email,53.06,Ad,0,1
46,241,10,Oceanview,4,Platinum,0,0,81693.27,0.33,1,1,0,5,No,Email,38.58,Social Media,0,0
30,298,7,Balcony,2,None,1,0,84261.68,0.3,1,0,0,4,No,Email,53.2,Social Media,0,0
29,36,10,Balcony,3,None,1,1,94923.48,0.43,0,0,0,6,Yes,Phone,60.78,Friend,0,1
48,84,3,Interior,2,None,1,1,79138.61,0.53,1,0,1,2,No,Text,63.85,Social Media,0,0
63,263,14,Suite,3,None,1,1,118376.85,0.26,1,1,0,7,Yes,Phone,48.36,Ad,0,1
19,310,7,Interior,5,Gold,0,0,111387.33,0.59,1,1,0,3,No,Phone,26.64,Social Media,0,0
78,172,7,Oceanview,2,None,0,1,120939.85,0.87,1,0,0,2,Yes,Phone,51.3,Ad,0,1
68,173,5,Oceanview,2,None,0,2,53803.06,0.29,1,0,1,4,Yes,Phone,43.7,Friend,1,0
67,362,10,Balcony,2,Platinum,1,1,52817.76,0.53,1,0,0,1,Partial,Email,38.49,Search Engine,0,0
52,47,3,Interior,4,None,1,2,99637.13,0.64,1,0,0,0,No,Email,45.77,Social Media,0,1
40,141,10,Oceanview,5,Silver,1,1,82581.51,0.61,1,1,1,0,Yes,Phone,44.8,Ad,0,0
34,118,10,Balcony,7,None,1,0,92765.22,0.82,1,0,1,4,Partial,Phone,46.73,Friend,0,0
43,277,5,Interior,2,Silver,1,0,51477.4,0.43,1,0,0,2,No,Text,43.14,Ad,0,0
25,214,10,Balcony,2,None,1,3,41260.99,0.8,1,1,0,3,Yes,Phone,71.57,Social Media,0,1
46,220,10,Suite,7,None,1,0,91977.4,0.49,1,0,0,3,No,Email,53.99,Ad,0,0
43,26,7,Suite,3,Silver,1,4,62203.46,0.42,1,0,1,5,No,Text,54.05,Friend,0,1
27,9,5,Interior,3,None,1,0,106423.18,0.78,1,0,1,5,No,Phone,56.23,Friend,0,1
43,271,5,Interior,4,Silver,1,0,66538.86,0.44,1,0,1,2,Partial,Text,29.38,Search Engine,0,0
79,10,5,Oceanview,5,None,0,4,58375.82,0.66,1,0,0,2,Yes,Phone,65.22,Search Engine,0,1
51,121,5,Oceanview,1,Silver,1,3,17000.43,0.43,1,0,0,2,Yes,Text,98.77,Social Media,0,0
68,125,14,Interior,4,Platinum,1,3,122426.4,0.31,1,1,1,4,Yes,Text,35.56,Friend,0,0
58,170,3,Interior,4,None,1,0,105926.51,0.31,1,1,0,5,Yes,Email,39.88,Social Media,0,1
24,72,10,Suite,4,None,0,1,40129.08,0.61,1,0,0,3,No,Text,41.77,Friend,0,1
21,152,5,Suite,2,Gold,1,1,25076.31,0.34,1,1,1,2,Partial,Phone,54.48,Social Media,0,0
75,208,7,Interior,1,Silver,0,2,67087.7,0.47,0,0,1,4,No,Text,47.96,Friend,0,0
70,49,10,Oceanview,1,None,1,0,113419.63,0.4,1,1,1,8,Yes,Phone,42.28,Social Media,0,1
67,154,10,Oceanview,2,None,0,2,69187.48,0.37,1,0,1,3,Partial,Phone,58.79,Ad,0,1
62,347,5,Interior,2,None,1,0,78786.5,0.39,1,0,1,2,No,Email,55.82,Search Engine,0,1
28,293,7,Balcony,2,None,1,2,114717.59,0.53,1,0,0,2,No,Text,68.34,Ad,0,0
46,68,7,Balcony,2,Platinum,1,2,55351.96,0.05,1,0,0,3,Yes,Email,52.16,Search Engine,0,0
73,50,3,Balcony,6,Gold,1,1,64536.51,0.63,1,1,1,4,Yes,Phone,49.39,Social Media,0,0
